Age,Education_Level,Salary,Browser,AD_Type,Location,Page_Views,Clicks,Time_Spent_on_Page,Purchase_Intent,Ad_Interaction,Device_Type,Referral_Source,Previous_Purchases,Customer_Loyalty_Score,Email_Click_Through_Rate,Last_Ad_Interaction_Time,Average_Session_Duration,Bounce_Rate,Pages_Per_Session,Cluster
58,Bachelor,72307,Opera,Big,Birmingham,78,35,16.719744945489943,0,47,Mobile,Direct,16,4.790222706182496,0.4771600464115815,367.739746855559,44.06178330540802,0.35893476025304827,17.704548148392867,1
46,Master,23093,Chrome,Large,Bristol,79,1,32.22019547993729,1,16,Desktop,Search Engine,13,1.6165251331470465,0.16104621496068006,176.60145412989104,381.0955343761146,0.4052695702327367,1.866451752695638,0
32,Master,97258,Chrome,Small,Sheffield,43,21,171.1259750969327,0,66,Tablet,Email,9,5.596653965555952,0.3210215262744667,241.94398936656273,410.94686933065196,0.9055760589965687,9.038117374737771,0
62,PhD,42042,Firefox,Small,Liverpool,97,29,159.91229463826443,0,81,Mobile,Direct,2,5.095138946180031,0.22495004387703388,621.5361086503674,320.7281955167825,0.159642867815183,17.326901005422673,0
18,Bachelor,72930,Opera,Medium,Edinburgh,31,6,137.9310011323711,1,96,Desktop,Email,3,7.904513263099168,0.8778321678901223,378.87021283801505,400.52393202025803,0.02859483835944232,3.5588215418479323,4
42,Master,64413,Edge,Large,London,99,37,119.64000829896068,1,43,Tablet,Social Media,5,6.938224312602849,0.48187338394499024,380.88517611433866,140.98073855041406,0.9088890048491118,17.105257786388812,0
24,High School,53756,Firefox,Large,Bristol,17,1,129.93193497443434,1,8,Mobile,Direct,15,5.013525747885164,0.5630942778724928,692.2951030576762,294.2968828795906,0.8215915741175803,12.261312118920086,2
26,PhD,73268,Chrome,Large,Birmingham,92,1,171.22008230630377,1,3,Desktop,Social Media,6,3.021946300945643,0.5936876193370206,231.71372590734657,235.13463357246127,0.972583032551332,18.694672499326124,1
41,High School,59214,Chrome,Medium,Glasgow,83,27,1.6208787624242809,1,12,Mobile,Social Media,14,7.541772094160257,0.6396171246023561,345.7900689513782,54.735062912339004,0.058237782710678254,17.64474317102408,2
18,Bachelor,48602,Chrome,Medium,Edinburgh,54,21,78.95192346572281,1,84,Desktop,Social Media,19,7.370758931087837,0.49555569037592995,584.6220767612796,375.7083073937709,0.15617733044098725,13.863652119115633,4
61,Bachelor,73331,Opera,Medium,Leeds,62,16,155.96563648592462,0,16,Tablet,Email,10,2.3796654446384866,0.01787353083631582,546.6579069497743,297.6339004102562,0.10531255908980885,13.498630537581214,3
25,Bachelor,68901,Opera,Medium,Edinburgh,87,44,216.94261350342023,1,78,Tablet,Search Engine,0,9.232766482828625,0.3347226869146519,192.1097843667156,165.82924211464734,0.6834161322937092,5.050119845446255,4
41,PhD,83416,Firefox,Medium,Glasgow,32,40,53.0728510262235,0,80,Mobile,Email,4,1.5796460441353886,0.1838732407209912,109.63446322827241,284.7374709816195,0.6060100737471432,3.218306376002162,0
28,Master,52196,Edge,Big,Glasgow,40,26,164.51747096244245,1,59,Mobile,Email,12,1.4953393800344457,0.6801428429116769,504.80659027871775,465.4035130201043,0.35933519938725966,8.892475169407168,0
68,PhD,25626,Firefox,Big,Liverpool,13,16,214.62344548184873,0,49,Desktop,Social Media,13,2.6861537589618427,0.056704651370046655,186.25479112437304,481.19299992203025,0.057423479402245015,4.54502075036937,0
34,High School,27424,Safari,Large,Edinburgh,84,28,133.9436697162575,0,63,Tablet,Direct,8,9.185147182438941,0.5638033911116442,664.4039207089294,390.0661511208721,0.639661984046541,2.94591763587742,4
25,PhD,32857,Chrome,Small,Edinburgh,35,1,9.097258967345264,1,62,Desktop,Search Engine,16,5.679983116332297,0.21063172227430094,93.92909197825355,281.1809522066981,0.5701204851150566,6.744207932184977,4
52,High School,39982,Chrome,Large,Liverpool,5,36,135.33117938122538,1,49,Tablet,Social Media,14,8.091468286056102,0.9488458384670612,229.86862889690434,345.87403388310497,0.11290321106061574,17.349308913136323,2
52,PhD,96961,Chrome,Small,Nottingham,73,10,89.63702143550178,0,51,Mobile,Search Engine,6,3.0505886926885055,0.3355409421865355,40.392030539013,231.62420744201467,0.9089097044737141,1.3258149263488632,0
50,Master,21980,Firefox,Medium,Nottingham,29,43,278.96523270269716,1,33,Desktop,Email,11,5.411997771883668,0.32522119137463423,506.67651563476886,76.8072494535487,0.19894970967199055,6.560115952721337,0
22,High School,68290,Firefox,Small,Sheffield,70,17,38.259402317819884,1,30,Desktop,Search Engine,5,4.2246051726149405,0.9233846679907237,641.8178445701714,231.98673783426904,0.7435091521438564,9.056991519075353,2
59,Bachelor,46431,Chrome,Large,Nottingham,25,23,196.0903106966624,0,59,Tablet,Search Engine,15,8.450457463595734,0.41734792030414136,458.1937851509941,318.66932088571093,0.8850758625429482,10.700825242690446,3
56,Bachelor,46385,Firefox,Large,Manchester,95,7,16.763210134015843,0,76,Tablet,Direct,4,1.2034399542330396,0.9628623341857422,675.2444181527567,359.70157477569984,0.5794749906937084,4.449972659276796,3
58,PhD,58158,Opera,Small,Edinburgh,22,44,134.40496090599626,0,15,Tablet,Social Media,8,3.194584569694948,0.024170352133503492,93.39436054236974,561.5447846567179,0.24684890529825132,19.320183796922592,4
45,Bachelor,43019,Opera,Big,London,66,7,166.6398666788041,1,82,Mobile,Search Engine,13,2.373168018721409,0.3063445752021463,64.0806937018805,466.6227335733391,0.3092485176251414,11.998587827871601,3
24,High School,38639,Firefox,Medium,Edinburgh,45,44,90.08852446374277,1,92,Desktop,Search Engine,7,8.732701348494125,0.6661929602664312,603.8187537093396,92.04354430536172,0.8857475337188323,10.920100394083837,4
26,Bachelor,41563,Chrome,Medium,Manchester,69,15,137.06761502059496,1,23,Tablet,Email,13,5.207894647243892,0.8908569645276385,616.112535102899,105.3351417851039,0.29825715637648464,1.1676291896764819,3
25,Master,59341,Firefox,Large,Manchester,91,34,49.90258456452602,1,78,Mobile,Email,11,4.637980395038946,0.2564055930082839,598.5174199900251,61.19636078461267,0.7461904833173043,10.228592208524134,0
29,Master,25776,Firefox,Big,Birmingham,89,46,91.93303099094281,0,94,Tablet,Search Engine,9,5.0453448589097185,0.9304775919636682,575.4557649217631,443.17085460532974,0.9901652122554053,16.9157419596485,1
51,PhD,56444,Firefox,Small,Edinburgh,72,45,186.7107911481507,1,97,Desktop,Social Media,19,9.747320956321017,0.5941214664991882,261.4421936718967,423.9672448166224,0.9998167193626778,5.173246317973612,4
50,High School,88916,Safari,Medium,Bristol,1,4,91.23821670248537,0,45,Tablet,Search Engine,19,8.652406549023318,0.801008243197916,157.35523810220778,591.8313781164318,0.5334797482693314,7.672943799341847,2
65,Master,28711,Opera,Big,Manchester,84,14,270.02318044425266,1,62,Desktop,Search Engine,12,7.357318946652768,0.3972073043068972,668.810090378411,313.6920271809449,0.8265557967860978,1.3908578290662155,0
40,Master,94318,Edge,Medium,London,44,14,188.89368033465593,1,79,Mobile,Direct,18,3.614310633009292,0.21218038256687333,221.73313146795212,496.0225423804803,0.9902498679211995,19.56162277044211,0
41,High School,50707,Edge,Big,Liverpool,87,16,132.15605651235936,0,71,Mobile,Social Media,14,2.48655699566603,0.9112354154476932,287.45512347593916,346.28747532702977,0.3746728898419822,2.2663841454327756,2
54,Bachelor,59110,Safari,Big,Sheffield,96,7,12.588323730700559,1,15,Tablet,Direct,7,9.29290266122008,0.9331358684062186,503.9828918457242,524.5779408039348,0.25240958507030586,18.06620135428182,3
52,Bachelor,81788,Firefox,Large,Birmingham,75,32,150.3649522261967,1,46,Desktop,Social Media,9,4.807679705168345,0.4975751441541355,211.92302151567708,432.89160254234815,0.11423335584218319,6.946766569428639,1
